2022/06/16;19:45:23;451;26.0;58.00;37.0;118.0;4.0;29.0;0.6;120.0;7.0
2022/06/16;19:45:28;547;25.0;52.00;34.0;60.0;3.0;31.0;0.6;189.0;7.0
2022/06/16;19:45:33;465;25.0;59.00;34.0;167.0;5.0;29.0;0.6;261.0;6.0
2022/06/16;19:45:38;492;24.0;52.00;37.0;217.0;3.0;33.0;0.6;141.0;7.0
2022/06/16;19:46:23;535;25.0;52.00;36.0;97.0;3.0;25.0;0.6;193.0;6.0
2022/06/16;19:46:35;451;25.0;51.00;35.0;187.0;4.0;32.0;0.6;264.0;6.0
2022/06/16;19:46:40;522;25.0;55.00;36.0;104.0;5.0;32.0;0.6;235.0;6.0
2022/06/16;19:46:45;494;25.0;58.00;35.0;142.0;5.0;32.0;0.6;239.0;7.0
2022/06/16;19:46:50;494;26.0;58.00;38.0;101.0;3.0;23.0;0.6;201.0;6.0
2022/06/16;19:47:45;494;25.0;58.00;35.0;142.0;5.0;32.0;0.6;239.0;7.0
2022/06/16;19:47:50;547;25.0;52.00;34.0;60.0;3.0;31.0;0.6;189.0;7.0
2022/06/16;19:47:55;465;25.0;59.00;34.0;167.0;5.0;29.0;0.6;261.0;6.0
2022/06/16;19:48:00;492;24.0;52.00;37.0;217.0;3.0;33.0;0.6;141.0;7.0
2022/06/16;19:48:12;494;24.0;55.00;36.0;75.0;4.0;27.0;0.6;249.0;6.0
2022/06/16;19:48:17;547;25.0;52.00;34.0;60.0;3.0;31.0;0.6;189.0;7.0
2022/06/16;19:48:22;465;25.0;59.00;34.0;167.0;5.0;29.0;0.6;261.0;6.0
2022/06/16;19:54:01;540;26.0;58.00;36.0;66.0;4.0;27.0;0.6;125.0;6.0
2022/06/16;19:54:06;547;25.0;52.00;34.0;60.0;3.0;31.0;0.6;189.0;7.0
2022/06/16;19:54:11;465;25.0;59.00;34.0;167.0;5.0;29.0;0.6;261.0;6.0
2022/06/16;19:54:16;492;24.0;52.00;37.0;217.0;3.0;33.0;0.6;141.0;7.0
2022/06/16;19:54:21;535;25.0;52.00;36.0;97.0;3.0;25.0;0.6;193.0;6.0
2022/06/16;20:12:43;457;24.0;53.00;35.0;180.0;2.0;25.0;0.6;233.0;7.0
2022/06/16;20:12:48;547;25.0;52.00;34.0;60.0;3.0;31.0;0.6;189.0;7.0
2022/06/16;20:12:53;465;25.0;59.00;34.0;167.0;5.0;29.0;0.6;261.0;6.0
2022/06/16;20:12:58;492;24.0;52.00;37.0;217.0;3.0;33.0;0.6;141.0;7.0
2022/06/16;20:13:03;535;25.0;52.00;36.0;97.0;3.0;25.0;0.6;193.0;6.0
2022/06/16;20:13:37;503;25.0;50.00;35.0;50.0;2.0;33.0;0.6;106.0;6.0
2022/06/16;20:13:42;547;25.0;52.00;34.0;60.0;3.0;31.0;0.6;189.0;7.0
2022/06/16;20:13:47;465;25.0;59.00;34.0;167.0;5.0;29.0;0.6;261.0;6.0
2022/06/16;20:13:52;492;24.0;52.00;37.0;217.0;3.0;33.0;0.6;141.0;7.0
2022/06/16;21:11:54;494;26.0;56.00;36.0;114.0;2.0;24.0;0.6;170.0;7.0
2022/06/16;21:11:59;547;25.0;52.00;34.0;60.0;3.0;31.0;0.6;189.0;7.0
2022/06/16;21:12:04;465;25.0;59.00;34.0;167.0;5.0;29.0;0.6;261.0;6.0
2022/06/16;21:12:09;492;24.0;52.00;37.0;217.0;3.0;33.0;0.6;141.0;7.0
2022/06/16;21:20:32;494;24.0;55.00;36.0;75.0;4.0;27.0;0.6;249.0;6.0
2022/06/16;21:20:37;547;25.0;52.00;34.0;60.0;3.0;31.0;0.6;189.0;7.0
2022/06/16;21:20:42;465;25.0;59.00;34.0;167.0;5.0;29.0;0.6;261.0;6.0
2022/06/16;21:20:47;492;24.0;52.00;37.0;217.0;3.0;33.0;0.6;141.0;7.0
2022/06/16;21:23:26;530;24.0;55.00;33.0;157.0;4.0;23.0;0.6;145.0;7.0
2022/06/16;21:23:31;547;25.0;52.00;34.0;60.0;3.0;31.0;0.6;189.0;7.0
2022/06/16;21:23:36;465;25.0;59.00;34.0;167.0;5.0;29.0;0.6;261.0;6.0
2022/06/16;21:25:21;507;25.0;55.00;36.0;101.0;4.0;32.0;0.6;168.0;7.0
2022/06/16;21:25:26;481;26.0;59.00;37.0;106.0;2.0;32.0;0.6;164.0;7.0
2022/06/16;21:36:09;501;25.0;55.00;33.0;124.0;4.0;31.0;0.6;256.0;7.0
2022/06/16;21:36:14;547;25.0;52.00;34.0;60.0;3.0;31.0;0.6;189.0;7.0
2022/06/16;21:36:19;465;25.0;59.00;34.0;167.0;5.0;29.0;0.6;261.0;6.0
2022/06/16;21:36:24;492;24.0;52.00;37.0;217.0;3.0;33.0;0.6;141.0;7.0
2022/06/16;21:36:29;535;25.0;52.00;36.0;97.0;3.0;25.0;0.6;193.0;6.0
2022/06/16;21:36:34;522;23.0;54.00;37.0;205.0;3.0;30.0;0.6;163.0;7.0
2022/06/16;21:36:39;526;25.0;54.00;36.0;154.0;3.0;29.0;0.6;248.0;7.0
2022/06/16;21:36:44;539;26.0;57.00;37.0;208.0;2.0;33.0;0.6;265.0;7.0
